      time,           p [    21.91      1.64         0],           p [    25.57      1.64         0],           p [    29.12      1.62         0],           p [    32.89      1.63         0],           p [    36.54      1.63         0],           p [    40.21      1.63         0]
    9.626548566696383e+01,                    2.398412628097858033e+03,                    2.430177896085609518e+03,                    2.535236776663804903e+03,                    2.412588425865880708e+03,                    2.202540600837180591e+03,                    2.356053316934326631e+03
    9.628047483972244e+01,                    2.397763210069347679e+03,                    2.431701638407463179e+03,                    2.534523792958419108e+03,                    2.407035891654283660e+03,                    2.205100955513087683e+03,                    2.372711109566540472e+03
    9.629546631590247e+01,                    2.397068831331832371e+03,                    2.433103597413402895e+03,                    2.533762586414003636e+03,                    2.401639650016652013e+03,                    2.208392619925234612e+03,                    2.389523303604282319e+03
    9.631046001515693e+01,                    2.396168371029341415e+03,                    2.434376251235320069e+03,                    2.532976767163824206e+03,                    2.396553471414981232e+03,                    2.212318529093289726e+03,                    2.406337304226955894e+03
    9.632545585630182e+01,                    2.395799360064907887e+03,                    2.435485306430727178e+03,                    2.532152356880651041e+03,                    2.391673882158945617e+03,                    2.216920511648054344e+03,                    2.422864524723822797e+03
    9.634045375779466e+01,                    2.394809224840291336e+03,                    2.436482353390990284e+03,                    2.531314342893144385e+03,                    2.387073547798808704e+03,                    2.222118193176230307e+03,                    2.439435712371486716e+03
    9.635545363763984e+01,                    2.393864895219829123e+03,                    2.437345702103701115e+03,                    2.530451574343898756e+03,                    2.382833919208112093e+03,                    2.227918286335969242e+03,                    2.455825589343185129e+03
    9.637045541356557e+01,                    2.392946321104136587e+03,                    2.438051335749640202e+03,                    2.529574243555541216e+03,                    2.378885723696775131e+03,                    2.234188776719050566e+03,                    2.472195258809778807e+03
    9.638545900326584e+01,                    2.391938205747318079e+03,                    2.438621169322625974e+03,                    2.528656021362383399e+03,                    2.375339849836117992e+03,                    2.240870636029063007e+03,                    2.488371584008120408e+03
    9.640046432436777e+01,                    2.390508633683742119e+03,                    2.439085519991604087e+03,                    2.527768392324147953e+03,                    2.372211377582568275e+03,                    2.248291694615891629e+03,                    2.504411496501184502e+03
    9.641547129457325e+01,                    2.389501870168626283e+03,                    2.439356794526153408e+03,                    2.526868514787009644e+03,                    2.369463105712507968e+03,                    2.256168629789852275e+03,                    2.520202517131328023e+03
    9.643047983159749e+01,                    2.388877165683041312e+03,                    2.439454259028788783e+03,                    2.525990213305137331e+03,                    2.367163418844470925e+03,                    2.264467463304891680e+03,                    2.535687728737954330e+03
    9.644548985331369e+01,                    2.387610808255868506e+03,                    2.439459521391484486e+03,                    2.525102867567376961e+03,                    2.365336582271731459e+03,                    2.272626556992695441e+03,                    2.551125954382510827e+03
    9.646050127779336e+01,                    2.386393007099950864e+03,                    2.439318896147616215e+03,                    2.524189959621322942e+03,                    2.363901144811547056e+03,                    2.281844134131881674e+03,                    2.565916286187681635e+03
    9.647551402328807e+01,                    2.385234911850684057e+03,                    2.439037730541657311e+03,                    2.523337117074636808e+03,                    2.362963853368769378e+03,                    2.290521073107629945e+03,                    2.580681091314999321e+03
    9.649052800825534e+01,                    2.384017142198756574e+03,                    2.438623792488511754e+03,                    2.522518231573576941e+03,                    2.362522899500780113e+03,                    2.299973731257945019e+03,                    2.595001887042922135e+03
    9.650554315135319e+01,                    2.382822544237297279e+03,                    2.438068221368488594e+03,                    2.521751026157207434e+03,                    2.362515885415799858e+03,                    2.309314333968880874e+03,                    2.608936447989243788e+03
    9.652055937146689e+01,                    2.381547712171505282e+03,                    2.437378442319018177e+03,                    2.520998496047558547e+03,                    2.362974510276792898e+03,                    2.320074382955030615e+03,                    2.622592249744627225e+03
    9.653557658780124e+01,                    2.380750568366152038e+03,                    2.436528013965612899e+03,                    2.520287093706675023e+03,                    2.363903020346381254e+03,                    2.330573307187887622e+03,                    2.635803891254221526e+03
    9.655059471979752e+01,                    2.379268730046898327e+03,                    2.435592420154868705e+03,                    2.519641115476269078e+03,                    2.365278115990626702e+03,                    2.341521542311759276e+03,                    2.648310775140752412e+03
    9.656561368716739e+01,                    2.377888725098821851e+03,                    2.434537248187974456e+03,                    2.519045149002003200e+03,                    2.367105952481057102e+03,                    2.352416716472279404e+03,                    2.660358750003481873e+03
    9.658063340998039e+01,                    2.376549425480767241e+03,                    2.433351636713700827e+03,                    2.518496440003704720e+03,                    2.369318506331372191e+03,                    2.363678833435571960e+03,                    2.671716239192652210e+03
    9.659565380867818e+01,                    2.374749582056092095e+03,                    2.432102847130156988e+03,                    2.518014665743887690e+03,                    2.371934296257628830e+03,                    2.375045915723655980e+03,                    2.682382073189234234e+03
    9.661067480401159e+01,                    2.373810505633951379e+03,                    2.430640884652317709e+03,                    2.517562784640811060e+03,                    2.374912852660768294e+03,                    2.386421382152155275e+03,                    2.693129079858065325e+03
    9.662569631698275e+01,                    2.371866563560547547e+03,                    2.429143617786920913e+03,                    2.517195309396277935e+03,                    2.378277984920360268e+03,                    2.397793474144071752e+03,                    2.702721961403447494e+03
    9.664071826916103e+01,                    2.370502577476981969e+03,                    2.427524474513698806e+03,                    2.516888679788594800e+03,                    2.381913964686278632e+03,                    2.409182176326658464e+03,                    2.711401147802061587e+03
    9.665574058247350e+01,                    2.369240631219140596e+03,                    2.425797497852890956e+03,                    2.516654399676248431e+03,                    2.385916801979680713e+03,                    2.420512811625143513e+03,                    2.719508315758708250e+03
    9.667076317917976e+01,                    2.367845488528260375e+03,                    2.423986164129781173e+03,                    2.516476761563443233e+03,                    2.390145999090697842e+03,                    2.431893786923421885e+03,                    2.726606802156509275e+03
    9.668578598199625e+01,                    2.366943861553744682e+03,                    2.422050646879382384e+03,                    2.516336161303471272e+03,                    2.394605634317923887e+03,                    2.443135205142981249e+03,                    2.732962281783423350e+03
    9.670080891400323e+01,                    2.365456004286667394e+03,                    2.420070248740126772e+03,                    2.516265445515373813e+03,                    2.399247359220266844e+03,                    2.454429217793739554e+03,                    2.737159063692888139e+03
    9.671583187521109e+01,                    2.364080731603069125e+03,                    2.418004156772145507e+03,                    2.516262242188885921e+03,                    2.404142791219457649e+03,                    2.465488756937741073e+03,                    2.741924454805469395e+03
    9.673085473709767e+01,                    2.362794297273208031e+03,                    2.415859773801927986e+03,                    2.516250395102908442e+03,                    2.409104276490987104e+03,                    2.476424361540361588e+03,                    2.746300594058619026e+03
    9.674587742424536e+01,                    2.361842251800055237e+03,                    2.413639701195271300e+03,                    2.516363188504987647e+03,                    2.414252439688540107e+03,                    2.487177099243525390e+03,                    2.749423517012563934e+03
    9.676089986150268e+01,                    2.360507335502579735e+03,                    2.411369817664977745e+03,                    2.516498122208525729e+03,                    2.419462847142209284e+03,                    2.497869564486365562e+03,                    2.752306750189783088e+03
    9.677592197396008e+01,                    2.359312769804799700e+03,                    2.409062708796897823e+03,                    2.516641455216235499e+03,                    2.424758169500443728e+03,                    2.508287489484670914e+03,                    2.754021822098104167e+03
    9.679094368704632e+01,                    2.358334809188736926e+03,                    2.406641899744617149e+03,                    2.516809432529909373e+03,                    2.430068809291386060e+03,                    2.518448879808185666e+03,                    2.754873209264423622e+03
    9.680560300692902e+01,                    2.358126636916949792e+03,                    2.404734088294643698e+03,                    2.517527430757416369e+03,                    2.435931020489935690e+03,                    2.528857901891954498e+03,                    2.755608019049491759e+03
    9.682015258790904e+01,                    2.356702629244734908e+03,                    2.401965536387519478e+03,                    2.517405043123952964e+03,                    2.440809971271231461e+03,                    2.537947625760789379e+03,                    2.754487844230307928e+03
    9.683470216888905e+01,                    2.355417847741407968e+03,                    2.399401313764457882e+03,                    2.517468362727126987e+03,                    2.445764324745928207e+03,                    2.546788365441036149e+03,                    2.752459820894420318e+03
    9.684961605865296e+01,                    2.353814253834867941e+03,                    2.396427704639339936e+03,                    2.517212774940229338e+03,                    2.450393814100455529e+03,                    2.555156356845885966e+03,                    2.749717410562168425e+03
    9.686463454107650e+01,                    2.353615165750370124e+03,                    2.394231302043686355e+03,                    2.517799915595263428e+03,                    2.455964928815544681e+03,                    2.564207351601751725e+03,                    2.747064400625869894e+03
